PoS-tag n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	DEU	NDL
('PUNCT', 'ADP', 'NUM')	9	23	7	4	22	2	25	32	5	7	5	16	624	131
('NUM', 'NOUN', 'ADV')	33	54	18	5	50	8	34	53	22	17	4	81	1225	119
('PRON', 'ADJ', 'CCONJ')	91	179	24	8	135	6	81	66	40	14	10	24	309	15
('PROPN', 'ADJ', 'CCONJ')	4	22	4	1	22	0	8	9	4	1	2	1	144	12
('AUX', 'PRON', 'NUM')	6	24	4	0	14	1	8	4	5	13	3	6	203	6
('PRON', 'NUM', 'ADV')	0	9	0	0	5	0	2	0	0	0	0	3	22	2
('NUM', 'ADV', 'ADP')	0	7	0	0	6	0	2	2	2	3	2	0	162	12
('NOUN', 'PROPN', 'AUX')	19	57	5	1	224	3	22	27	10	9	9	11	2318	102
('SCONJ', 'ADV', 'DET')	86	122	41	24	115	11	53	87	44	13	6	45	590	77
('PUNCT', 'VERB', 'ADJ')	67	101	12	18	96	10	50	58	8	13	3	27	500	30
('VERB', 'ADP', 'PART')	31	37	8	4	30	10	8	25	11	1	1	6	6	32
('VERB', 'ADP', 'SCONJ')	0	0	4	2	0	0	0	22	9	0	0	0	0	31
('ADP', 'SCONJ', 'PRON')	3	8	26	6	7	0	10	79	28	4	3	0	0	53
('VERB', 'DET', 'VERB')	4	3	5	5	1	1	7	10	2	0	0	2	0	6
('CCONJ', 'DET', 'PROPN')	9	19	10	3	27	0	15	41	15	0	5	4	911	100
('NOUN', 'PROPN', 'CCONJ')	30	31	9	2	179	4	44	35	10	7	7	18	1453	99
('PROPN', 'CCONJ', 'ADV')	12	17	3	2	16	2	5	29	12	3	4	13	212	25
('PRON', 'ADP', 'NUM')	17	51	18	5	42	1	13	73	18	7	4	12	754	128
('PROPN', 'CCONJ', 'PRON')	15	19	12	6	34	0	20	42	25	6	5	3	195	21
('ADJ', 'ADV', 'ADJ')	26	59	19	14	71	2	27	53	52	11	10	10	690	40
('PRON', 'DET', 'PROPN')	24	12	10	3	15	0	13	23	6	0	1	3	566	24
('ADP', 'ADP', 'VERB')	2	6	14	8	18	2	1	54	18	1	2	1	1	8
('ADP', 'VERB', 'PRON')	10	16	15	2	14	2	10	30	13	3	9	8	76	6
('NUM', 'NOUN', 'DET')	8	24	8	3	17	3	14	23	9	1	8	12	2941	60
('ADP', 'AUX', 'VERB')	0	1	36	2	4	0	0	6	25	0	0	0	1	38
('PRON', 'PUNCT', 'AUX')	25	50	1	2	66	3	23	16	7	3	6	12	28	6
('PART', 'CCONJ', 'ADP')	2	2	4	0	0	0	1	3	1	2	0	3	16	0
('VERB', 'PART', 'PRON')	12	5	4	1	5	0	5	18	6	0	2	2	9	3
('PART', 'PRON', 'ADP')	33	4	5	5	5	3	5	8	2	1	3	7	27	7
('VERB', 'ADP', 'ADV')	41	71	21	13	87	3	35	82	19	11	12	24	380	37
('ADJ', 'CCONJ', 'PROPN')	5	12	5	4	16	0	1	18	4	0	1	4	145	5
('PRON', 'PUNCT', 'INTJ')	7	8	7	2	30	2	13	5	4	1	2	14	0	0
('PUNCT', 'INTJ', 'PRON')	11	63	33	3	61	3	4	29	29	3	0	22	0	0
('INTJ', 'PRON', 'AUX')	1	17	13	2	17	0	4	26	17	0	4	3	0	0
('ADP', 'ADV', 'ADP')	32	61	22	7	165	4	49	51	12	18	17	39	265	33
('ADV', 'ADP', 'PART')	21	31	20	11	46	5	2	46	40	3	4	8	23	34
('ADV', 'ADP', 'NUM')	24	60	17	9	47	1	19	55	22	20	19	48	1714	100
('ADJ', 'AUX', 'PROPN')	0	5	1	1	0	0	3	4	11	4	2	1	237	7
('AUX', 'PROPN', 'PROPN')	2	45	5	3	42	3	9	18	13	6	1	5	555	245
('VERB', 'PRON', 'PROPN')	45	48	16	7	72	3	69	56	38	10	8	38	629	26
('PRON', 'PROPN', 'ADP')	20	29	12	7	38	3	32	27	21	2	1	18	683	31
('ADJ', 'VERB', 'VERB')	43	58	26	14	68	10	26	59	47	6	15	12	178	52
('PRON', 'PRON', 'CCONJ')	68	42	11	1	78	4	61	16	13	8	4	14	123	3
('ADP', 'PRON', 'NOUN')	56	18	34	10	39	1	71	68	44	8	1	2	5312	29
('PRON', 'NOUN', 'DET')	86	13	12	7	29	6	17	39	17	3	0	8	863	28
('ADP', 'AUX', 'AUX')	0	1	6	5	0	0	0	4	4	0	0	0	0	10
('PART', 'ADV', 'PRON')	11	14	5	2	15	0	6	9	16	2	4	12	68	8
('CCONJ', 'ADV', 'PRON')	64	68	37	9	170	4	50	74	26	11	15	72	184	20
('AUX', 'ADJ', 'DET')	5	35	5	4	18	1	13	20	22	3	4	1	446	12
('AUX', 'ADJ', 'NOUN')	99	95	25	10	120	7	86	86	40	21	8	41	1741	118
('PUNCT', 'DET', 'PRON')	29	49	7	1	50	2	12	7	2	4	6	2	27	2
('NOUN', 'PRON', 'VERB')	251	218	43	31	205	16	263	119	42	13	19	78	298	87
('PUNCT', 'AUX', 'PROPN')	9	33	9	5	38	1	8	22	16	3	7	14	836	35
('PROPN', 'PUNCT', 'ADP')	36	69	21	8	101	3	29	128	35	26	18	39	2284	335
('PART', 'PUNCT', 'VERB')	14	28	8	5	30	2	4	17	6	1	0	7	56	8
('PUNCT', 'SCONJ', 'PART')	23	12	11	1	8	0	5	2	0	0	0	2	159	3
('SCONJ', 'PART', 'VERB')	4	0	9	0	0	0	4	5	2	0	0	1	56	82
('NOUN', 'PUNCT', 'PART')	30	32	8	5	31	2	35	29	11	5	4	38	379	39
('PUNCT', 'PART', 'ADJ')	15	25	6	4	28	2	7	17	6	5	1	9	126	18
('PUNCT', 'ADP', 'SCONJ')	3	6	17	5	8	0	9	9	6	3	3	0	0	18
('ADJ', 'PUNCT', 'NOUN')	29	103	24	16	90	5	55	67	26	18	9	58	1351	126
('INTJ', 'DET', 'NOUN')	12	17	11	2	17	1	10	36	11	2	2	17	0	0
('PRON', 'CCONJ', 'PRON')	48	37	12	4	24	2	31	36	22	7	10	63	53	9
('PART', 'ADP', 'ADP')	5	21	3	1	13	2	6	18	20	3	2	4	2	11
('ADP', 'ADP', 'PUNCT')	15	66	44	29	57	4	8	132	49	7	3	17	23	26
('VERB', 'ADP', 'ADJ')	108	115	26	8	154	14	121	150	35	15	3	16	1073	188
('VERB', 'NOUN', 'PRON')	13	5	3	4	11	2	14	38	6	2	2	3	23	11
('VERB', 'ADV', 'NUM')	18	49	6	2	23	0	24	27	11	10	3	13	698	57
('PUNCT', 'ADP', 'ADV')	18	47	15	9	86	1	39	44	9	9	9	32	251	27
('PRON', 'DET', 'DET')	6	2	8	2	18	1	5	8	0	2	0	4	20	2
('DET', 'DET', 'NOUN')	70	64	35	11	187	11	49	28	10	19	9	43	316	73
('ADJ', 'VERB', 'ADP')	20	92	42	11	64	4	19	158	65	20	4	5	153	249
('PRON', 'PART', 'AUX')	8	7	8	4	28	2	4	17	11	0	3	4	22	39
('PART', 'AUX', 'VERB')	5	2	19	1	9	1	2	12	15	0	0	0	33	187
('AUX', 'VERB', 'ADP')	19	30	35	3	25	1	16	38	25	6	2	2	29	703
('PRON', 'VERB', 'SCONJ')	0	8	32	8	0	0	1	167	130	0	0	1	0	229
('VERB', 'SCONJ', 'PRON')	11	23	55	27	21	1	13	411	228	1	1	3	14	316
('PRON', 'DET', 'NUM')	13	16	1	3	13	3	13	3	5	0	1	10	147	7
('NUM', 'NOUN', 'NOUN')	25	36	11	6	47	9	51	50	17	9	8	39	11468	145
('VERB', 'PRON', 'AUX')	11	24	20	6	20	3	13	21	7	0	2	8	4	7
('PUNCT', 'AUX', 'SCONJ')	0	0	2	0	64	1	37	5	10	0	0	3	3	15
('AUX', 'SCONJ', 'PRON')	1	3	13	5	70	1	38	60	41	0	1	1	18	52
('DET', 'PRON', 'ADV')	15	24	8	3	22	1	4	10	1	3	3	1	49	4
('ADJ', 'ADP', 'CCONJ')	25	110	18	5	95	1	10	39	20	3	2	6	58	5
('PUNCT', 'PART', 'PUNCT')	0	10	2	2	13	1	6	6	0	0	1	5	11	3
('PUNCT', 'ADP', 'AUX')	0	1	6	0	1	1	2	3	1	0	0	1	2	2
('ADP', 'AUX', 'PRON')	7	7	13	0	19	2	6	9	10	1	0	2	80	2
('ADJ', 'PRON', 'ADP')	4	41	13	5	30	2	7	39	18	6	0	12	53	23
('ADV', 'VERB', 'SCONJ')	3	4	14	11	2	0	8	83	46	0	0	1	5	144
('PROPN', 'ADJ', 'NOUN')	16	19	5	4	24	4	33	34	10	5	7	3	3252	160
('DET', 'NUM', 'ADP')	0	6	2	0	11	0	5	6	7	2	0	2	104	19
('ADV', 'VERB', 'PART')	36	31	27	3	16	4	13	17	23	2	2	9	155	32
('ADJ', 'VERB', 'PART')	7	7	6	0	13	0	0	10	7	2	1	0	205	15
('ADJ', 'PUNCT', 'VERB')	66	138	30	17	109	3	62	84	35	17	1	39	722	37
('PART', 'ADP', 'DET')	237	189	48	23	363	22	105	102	97	36	19	59	1293	96
('AUX', 'PUNCT', 'NOUN')	37	67	16	7	79	3	38	28	11	9	1	15	285	9
('NOUN', 'NOUN', 'ADJ')	16	19	16	4	50	4	30	50	17	6	4	6	806	46
('NOUN', 'PROPN', 'ADV')	8	43	5	5	234	3	30	23	15	3	2	7	761	36
('ADP', 'NOUN', 'PART')	53	87	24	16	101	8	47	133	53	16	16	16	1235	90
('ADP', 'ADV', 'VERB')	83	90	30	9	142	12	74	61	29	20	18	31	347	31
('ADV', 'PUNCT', 'ADP')	44	84	23	13	134	6	54	48	16	23	20	114	391	41
('ADP', 'ADV', 'PART')	7	9	6	4	13	0	5	18	9	4	3	3	87	15
('ADJ', 'PROPN', 'PROPN')	1	23	2	2	37	0	3	15	9	2	3	0	430	110
('AUX', 'NOUN', 'ADP')	46	39	12	7	50	4	36	80	24	21	5	12	1115	132
('ADJ', 'PART', 'AUX')	8	5	8	3	15	2	12	10	6	1	2	1	232	22
('PART', 'AUX', 'PUNCT')	32	29	24	12	78	7	31	49	22	2	6	14	2247	49
('ADP', 'NUM', 'CCONJ')	4	7	2	2	18	1	2	15	5	2	2	4	740	80
('NUM', 'CCONJ', 'DET')	1	8	1	1	14	0	3	1	4	0	2	2	162	13
('PROPN', 'VERB', 'ADJ')	17	129	9	8	62	2	36	72	33	4	3	23	1104	49
('ADJ', 'ADV', 'PART')	10	15	7	3	21	0	7	21	27	4	3	8	152	17
('ADV', 'PART', 'DET')	20	29	3	1	66	4	30	13	13	4	8	18	250	11
('PUNCT', 'CCONJ', 'NOUN')	93	136	76	25	470	9	112	89	17	31	14	39	510	63
('CCONJ', 'NOUN', 'PROPN')	7	38	5	4	221	0	14	25	12	5	8	11	614	52
('AUX', 'PRON', 'CCONJ')	27	37	10	3	45	0	29	19	8	8	8	12	116	1
('PUNCT', 'ADJ', 'PUNCT')	31	202	74	14	260	8	70	81	49	33	23	130	1357	130
('PUNCT', 'CCONJ', 'CCONJ')	6	33	6	2	82	1	5	4	1	4	6	8	67	2
('CCONJ', 'CCONJ', 'ADV')	2	8	2	1	18	0	2	3	1	2	4	4	18	0
('ADV', 'ADJ', 'ADV')	81	231	78	34	241	9	69	158	106	34	19	72	681	48
('PROPN', 'PROPN', 'NUM')	0	3	1	0	5	0	4	15	1	4	3	0	524	22
('PROPN', 'NUM', 'NOUN')	3	2	0	0	6	1	25	14	3	4	2	0	733	64
('NOUN', 'PART', 'PART')	11	18	1	0	15	0	5	2	4	2	1	7	143	8
('CCONJ', 'VERB', 'VERB')	98	87	9	6	64	13	54	62	19	7	5	27	61	10
('ADP', 'PROPN', 'AUX')	82	70	12	7	97	1	89	76	67	18	9	18	3025	382
('PROPN', 'AUX', 'NOUN')	1	18	0	4	21	0	9	27	13	3	2	4	783	68
('CCONJ', 'ADP', 'PUNCT')	9	49	4	1	13	2	3	15	5	8	1	10	39	5
('ADP', 'PUNCT', 'ADJ')	10	32	7	1	28	4	5	29	11	4	3	23	500	26
('PRON', 'ADP', 'ADP')	37	70	30	17	116	2	35	95	51	15	0	16	110	50
('DET', 'NUM', 'ADV')	0	7	0	0	1	0	1	0	3	2	0	0	20	1
('NUM', 'ADV', 'PUNCT')	1	9	0	0	4	2	3	0	3	4	0	0	62	3
('CCONJ', 'PROPN', 'AUX')	18	73	24	10	126	0	26	47	26	14	8	41	1038	76
('PUNCT', 'PROPN', 'AUX')	42	127	11	5	133	0	19	47	25	6	8	30	561	39
('PROPN', 'AUX', 'ADV')	56	171	22	21	196	3	36	139	81	15	16	59	3055	273
('ADP', 'CCONJ', 'NOUN')	6	20	18	0	23	0	9	43	21	0	2	3	18	7
('ADV', 'NOUN', 'NOUN')	6	20	7	3	33	2	13	35	7	1	5	6	336	19
('CCONJ', 'ADP', 'PRON')	89	76	20	4	217	3	65	42	22	13	5	33	291	15
('CCONJ', 'PART', 'PUNCT')	4	19	7	2	18	1	2	16	2	6	0	10	75	0
('ADP', 'NOUN', 'ADJ')	59	61	30	7	80	6	39	122	38	20	14	26	3100	82
('NOUN', 'PUNCT', 'AUX')	106	245	16	20	215	14	128	112	44	51	23	133	1720	231
('ADP', 'PUNCT', 'AUX')	7	28	2	1	25	1	7	23	5	3	4	9	76	3
('AUX', 'ADJ', 'CCONJ')	75	113	18	8	68	1	51	30	13	10	9	22	264	16
('NOUN', 'CCONJ', 'NUM')	19	30	8	7	23	2	31	26	35	7	4	21	860	37
('CCONJ', 'NUM', 'NUM')	0	0	0	0	1	0	0	0	1	0	0	1	4	1
('NUM', 'NUM', 'NOUN')	4	7	0	0	7	3	3	8	3	2	2	7	234	66
('ADP', 'DET', 'DET')	25	28	12	1	114	4	15	8	4	11	6	23	234	28
('PUNCT', 'PRON', 'ADJ')	175	166	30	9	146	10	74	45	29	34	11	32	1795	87
('PRON', 'ADJ', 'NOUN')	244	167	53	9	199	17	162	159	66	36	20	60	4574	130
('SCONJ', 'NOUN', 'PART')	5	2	0	4	4	2	6	20	7	1	0	0	159	38
('NOUN', 'PART', 'ADV')	93	101	17	10	129	18	84	55	39	22	18	64	1199	46
('ADV', 'ADV', 'PROPN')	0	8	11	1	39	0	3	13	5	2	3	7	333	20
('PUNCT', 'ADJ', 'PROPN')	4	44	12	5	26	1	3	25	7	3	3	6	124	51
('VERB', 'ADJ', 'CCONJ')	57	89	21	4	77	4	57	45	24	10	6	29	104	8
('PUNCT', 'VERB', 'SCONJ')	4	4	6	5	17	1	3	33	17	1	0	2	1	42
('PUNCT', 'AUX', 'AUX')	6	17	1	1	37	1	7	3	2	0	2	5	34	13
('AUX', 'AUX', 'ADJ')	0	1	0	3	2	1	0	2	2	0	0	3	3	4
('AUX', 'ADJ', 'PART')	3	30	3	4	12	2	8	11	19	3	7	11	131	8
('ADP', 'CCONJ', 'AUX')	13	23	3	0	35	2	8	17	4	2	6	4	101	8
('AUX', 'VERB', 'AUX')	43	36	8	1	78	1	19	10	10	7	2	10	405	59
('AUX', 'ADV', 'AUX')	16	17	13	4	15	1	5	14	4	1	1	2	24	7
('PART', 'ADP', 'PROPN')	16	10	3	2	10	0	7	12	6	0	1	3	117	9
('AUX', 'CCONJ', 'ADV')	47	57	17	8	112	0	23	36	29	22	16	38	422	19
('ADV', 'PUNCT', 'INTJ')	7	38	9	3	23	3	16	6	6	5	1	31	0	0
('SCONJ', 'PRON', 'AUX')	54	52	49	21	46	2	32	82	44	5	7	7	11	72
('ADV', 'PRON', 'NOUN')	31	40	28	16	77	3	27	105	41	1	8	18	754	47
('DET', 'ADV', 'NOUN')	3	7	13	7	9	0	4	14	18	2	1	1	59	14
('CCONJ', 'PUNCT', 'SCONJ')	13	3	7	1	32	0	3	2	1	1	1	3	8	6
('NOUN', 'NOUN', 'NOUN')	8	7	6	3	37	4	40	59	21	6	2	8	754	71
('PUNCT', 'AUX', 'NOUN')	15	31	6	2	30	1	17	24	6	5	1	10	420	34
('PROPN', 'AUX', 'PART')	9	12	2	0	16	0	7	18	6	0	3	3	196	17
('AUX', 'PART', 'DET')	14	16	2	0	20	0	9	10	8	2	2	15	135	8
('NOUN', 'ADV', 'PRON')	37	47	30	13	62	4	32	110	67	5	6	28	341	81
('PRON', 'NOUN', 'AUX')	56	43	13	4	70	2	20	50	21	6	6	14	678	50
('PROPN', 'PUNCT', 'NOUN')	81	77	10	8	96	3	81	74	21	29	12	58	2516	449
('ADV', 'ADP', 'ADP')	30	95	48	26	144	3	23	177	60	10	4	28	195	48
('AUX', 'NOUN', 'ADJ')	8	4	8	5	12	0	7	35	13	5	1	5	226	10
('PUNCT', 'AUX', 'ADP')	28	43	8	1	74	1	20	28	10	13	6	32	1473	101
('ADP', 'ADP', 'PRON')	23	6	4	5	16	0	9	25	12	3	1	0	30	11
('INTJ', 'PRON', 'DET')	2	1	0	0	6	0	1	1	1	0	0	0	0	0
('ADJ', 'ADJ', 'PROPN')	2	7	0	0	22	0	0	12	6	0	0	1	190	44
('ADJ', 'PROPN', 'VERB')	7	18	5	2	41	0	12	22	11	2	1	5	732	58
('NOUN', 'PART', 'AUX')	11	15	15	2	31	1	13	8	13	0	1	2	325	113
('PART', 'AUX', 'AUX')	1	2	1	1	21	0	1	2	3	0	0	0	94	11
('CCONJ', 'DET', 'NUM')	10	17	4	1	23	3	16	6	6	1	2	11	86	14
('ADV', 'CCONJ', 'CCONJ')	0	0	2	0	3	0	1	2	0	0	1	0	4	0
('CCONJ', 'CCONJ', 'VERB')	2	5	0	1	6	1	1	1	2	0	0	2	10	2
('PUNCT', 'PART', 'CCONJ')	3	5	0	0	2	0	0	0	0	1	0	0	13	0
('PART', 'CCONJ', 'DET')	7	8	2	3	12	0	1	5	3	0	1	4	10	0
('CCONJ', 'ADV', 'NUM')	4	7	2	3	9	0	8	8	3	4	2	6	254	8
('ADJ', 'PART', 'ADP')	0	26	3	3	20	0	0	19	17	5	4	2	106	13
('INTJ', 'PUNCT', 'AUX')	7	68	7	1	50	3	22	13	5	4	5	22	0	0
('PART', 'PUNCT', 'PROPN')	5	37	4	2	34	0	0	4	2	0	2	8	7	1
('VERB', 'DET', 'DET')	12	9	4	0	23	1	16	1	4	1	1	4	27	17
('DET', 'DET', 'ADJ')	7	14	2	3	21	1	13	4	4	2	3	3	97	46
('NOUN', 'NOUN', 'AUX')	40	49	24	16	115	7	53	96	46	9	7	24	1103	151
('PRON', 'NOUN', 'ADV')	61	40	13	10	52	7	49	100	25	10	4	12	1402	40
('ADP', 'VERB', 'ADP')	1	18	24	16	18	0	5	89	22	0	1	4	16	50
('NOUN', 'PRON', 'DET')	33	46	9	4	71	2	32	53	30	2	5	0	219	123
('PART', 'ADJ', 'ADV')	12	32	6	5	30	2	10	36	22	8	5	8	94	8
('ADP', 'ADP', 'ADP')	13	9	4	3	22	0	3	43	22	1	0	1	631	7
('AUX', 'VERB', 'VERB')	20	34	29	5	48	1	13	13	25	7	3	4	28	98
('NOUN', 'ADJ', 'ADJ')	32	107	28	5	157	3	30	91	57	12	9	35	2236	79
('PROPN', 'ADV', 'ADP')	46	107	29	11	163	7	40	78	50	4	10	45	1950	77
('AUX', 'AUX', 'PRON')	3	15	3	0	27	1	6	8	6	1	4	6	10	7
('ADJ', 'PROPN', 'ADV')	2	11	1	0	34	1	2	7	3	0	1	5	199	7
('AUX', 'CCONJ', 'ADP')	25	41	8	4	78	1	15	32	15	3	3	12	245	12
('ADP', 'DET', 'PUNCT')	21	47	15	4	69	1	69	68	14	14	13	105	1473	124
('DET', 'PUNCT', 'NOUN')	31	56	8	6	49	0	125	58	8	27	19	184	1525	106
('CCONJ', 'PUNCT', 'NOUN')	7	15	14	0	45	1	18	21	5	16	8	39	364	15
('ADJ', 'AUX', 'AUX')	22	38	14	9	78	0	3	26	23	6	2	0	497	51
('AUX', 'AUX', 'CCONJ')	4	11	4	5	38	0	1	10	3	3	2	1	137	8
('PART', 'ADJ', 'ADJ')	8	40	9	3	34	0	13	38	21	6	11	4	224	41
('PROPN', 'VERB', 'VERB')	45	30	16	4	19	1	32	35	29	1	4	16	139	64
('VERB', 'ADV', 'NOUN')	110	116	30	14	126	14	96	116	42	26	13	45	735	86
('ADV', 'PART', 'AUX')	8	7	8	4	35	2	5	14	5	1	0	4	60	27
('ADJ', 'PRON', 'DET')	4	12	5	3	4	0	4	10	7	1	0	0	37	6
('PUNCT', 'SCONJ', 'CCONJ')	0	1	0	0	2	0	0	5	0	1	0	3	56	0
('SCONJ', 'CCONJ', 'DET')	0	1	0	0	1	0	0	2	0	1	0	0	5	0
('SCONJ', 'PRON', 'PUNCT')	28	20	7	8	52	7	16	15	9	5	4	27	102	19
('PUNCT', 'NOUN', 'PRON')	18	9	6	4	43	1	19	24	9	0	3	5	40	13
('NOUN', 'PROPN', 'PRON')	5	21	2	0	67	0	8	12	7	0	1	2	155	26
('PROPN', 'PRON', 'ADP')	14	61	8	6	63	1	24	35	27	4	3	7	127	69
('PROPN', 'VERB', 'NOUN')	22	13	9	0	30	2	45	65	15	4	2	11	1972	72
('CCONJ', 'PUNCT', 'VERB')	2	9	4	1	44	0	2	13	8	4	0	17	24	4
('ADV', 'NOUN', 'PART')	9	15	6	2	21	0	14	11	12	5	8	4	90	27
('ADP', 'PRON', 'NUM')	2	3	1	0	12	0	3	3	4	4	0	1	113	17
('PRON', 'NUM', 'NOUN')	43	50	19	1	58	6	30	31	25	15	5	22	603	64
('ADJ', 'ADV', 'ADP')	31	129	29	12	137	6	41	115	59	29	13	35	562	45
('DET', 'PROPN', 'PROPN')	6	24	7	0	40	5	21	78	49	7	6	0	1376	487
('PROPN', 'PROPN', 'PART')	4	18	2	1	15	0	1	8	6	0	0	0	177	24
('PART', 'ADJ', 'PART')	5	10	6	1	21	2	3	12	8	5	2	2	44	11
('ADP', 'PROPN', 'PRON')	21	14	4	2	12	1	16	21	8	3	2	3	156	41
('PART', 'ADV', 'CCONJ')	25	13	7	4	22	3	17	16	14	1	0	17	121	0
('ADJ', 'ADJ', 'VERB')	49	124	50	18	140	7	37	118	97	24	9	51	824	110
('NUM', 'PUNCT', 'NUM')	1	36	1	1	14	1	342	13	1	3	3	13	338	152
('PUNCT', 'NUM', 'PUNCT')	7	58	17	2	15	0	181	37	6	14	19	32	428	571
('PUNCT', 'VERB', 'NUM')	9	9	1	0	18	0	9	6	2	7	2	4	100	16
('VERB', 'NUM', 'PUNCT')	10	16	1	0	20	0	2	6	1	2	0	4	29	11
('ADV', 'ADJ', 'SCONJ')	7	17	22	9	11	0	14	72	53	1	0	2	4	96
('NOUN', 'ADP', 'ADJ')	246	225	65	22	381	15	181	309	142	91	36	89	11494	669
('INTJ', 'PUNCT', 'SCONJ')	14	39	17	11	65	3	14	20	7	2	4	25	0	0
('ADP', 'ADV', 'PRON')	7	13	7	1	31	2	10	37	7	2	3	8	25	15
('CCONJ', 'ADP', 'ADP')	7	16	5	2	34	3	2	9	11	3	1	6	51	2
('PROPN', 'DET', 'ADJ')	36	103	11	6	216	2	48	63	45	12	14	22	2309	193
('ADV', 'NOUN', 'PROPN')	1	14	2	2	87	1	3	6	3	0	2	3	356	22
('NUM', 'CCONJ', 'NUM')	9	7	3	3	5	1	3	10	4	6	1	15	1116	93
('AUX', 'PUNCT', 'ADJ')	18	41	8	5	56	2	7	21	4	15	5	10	575	5
('PUNCT', 'ADJ', 'ADV')	12	46	21	10	42	7	10	23	12	2	11	11	219	12
('ADJ', 'PROPN', 'PRON')	1	7	2	2	12	0	0	4	0	0	0	1	29	4
('PROPN', 'AUX', 'DET')	49	72	17	6	126	5	48	75	45	13	12	26	3344	343
('CCONJ', 'SCONJ', 'ADV')	6	35	12	7	95	3	16	28	16	3	1	12	29	3
('CCONJ', 'AUX', 'ADP')	56	50	4	3	98	5	24	18	10	9	11	19	476	25
('NOUN', 'PRON', 'NUM')	0	3	0	1	5	0	1	1	1	1	0	0	21	5
('PROPN', 'ADV', 'VERB')	56	68	16	12	132	1	99	45	30	7	6	31	1049	55
('NOUN', 'DET', 'ADV')	3	5	3	9	10	1	1	8	7	0	0	2	795	14
('CCONJ', 'PRON', 'PROPN')	2	1	4	0	14	0	1	1	3	1	0	1	11	3
('PRON', 'PROPN', 'PROPN')	12	47	3	2	72	3	5	34	3	6	4	2	322	33
('PRON', 'PROPN', 'DET')	31	13	7	0	27	0	9	7	8	0	0	6	145	16
('ADJ', 'PRON', 'PRON')	2	16	6	2	6	1	6	26	12	1	2	2	8	11
('NOUN', 'INTJ', 'PUNCT')	5	6	5	1	7	0	14	9	1	0	0	20	0	0
('SCONJ', 'ADV', 'PRON')	16	22	12	9	37	2	11	36	14	2	1	9	55	21
('ADP', 'AUX', 'ADP')	0	0	5	1	2	0	0	4	3	0	0	0	29	4
('AUX', 'ADP', 'CCONJ')	1	6	3	1	4	0	2	4	1	0	0	3	1	1
('PART', 'CCONJ', 'VERB')	13	9	1	0	22	0	9	10	1	1	2	2	27	3
('NOUN', 'VERB', 'NOUN')	196	106	23	7	102	13	111	181	58	38	17	66	1946	234
('PRON', 'PRON', 'NUM')	9	21	1	1	9	1	5	3	1	2	3	4	37	2
('PRON', 'NUM', 'ADP')	6	23	1	0	14	0	5	0	2	10	2	4	46	5
('CCONJ', 'ADJ', 'CCONJ')	28	97	9	5	72	2	35	10	5	4	2	19	150	5
('ADJ', 'VERB', 'DET')	44	39	16	10	56	7	69	28	31	11	8	22	744	29
('CCONJ', 'PUNCT', 'CCONJ')	0	6	1	3	9	0	1	3	0	1	3	23	5	1
('ADJ', 'ADV', 'CCONJ')	22	68	5	2	66	4	27	32	14	4	6	19	235	7
('PRON', 'NOUN', 'PART')	21	20	10	4	21	1	12	24	11	2	3	4	646	11
('ADV', 'ADV', 'NUM')	10	39	19	4	40	0	21	56	32	17	4	29	1427	67
('DET', 'PROPN', 'PRON')	3	13	2	1	5	0	9	14	2	0	0	0	196	28
('PROPN', 'PRON', 'PRON')	4	18	3	0	10	0	8	13	3	3	0	2	11	18
('ADV', 'CCONJ', 'SCONJ')	5	10	1	1	28	1	7	14	9	0	1	3	11	0
('CCONJ', 'SCONJ', 'VERB')	1	1	1	2	4	0	0	9	0	1	0	0	0	1
('SCONJ', 'VERB', 'AUX')	2	0	0	1	3	0	1	0	0	1	0	0	12	14
('CCONJ', 'ADP', 'ADV')	14	38	12	4	69	1	13	14	13	8	7	21	95	4
('NOUN', 'CCONJ', 'SCONJ')	4	10	6	2	10	0	6	29	24	0	1	6	7	14
('ADP', 'DET', 'AUX')	2	4	3	2	2	0	0	4	4	0	0	0	33	5
('DET', 'AUX', 'CCONJ')	0	0	2	0	1	0	2	0	0	0	0	0	1	1
('PUNCT', 'ADJ', 'ADJ')	30	71	28	9	87	7	22	53	29	14	5	40	727	45
('ADJ', 'VERB', 'NOUN')	11	17	0	0	16	2	19	15	8	5	0	9	86	47
('VERB', 'NOUN', 'VERB')	53	24	7	2	15	5	46	54	12	13	2	17	37	52
('VERB', 'DET', 'ADV')	16	7	6	6	8	1	11	16	10	0	0	5	253	19
('DET', 'ADV', 'PUNCT')	11	6	1	5	6	4	7	18	7	1	1	3	21	8
('PART', 'ADV', 'PROPN')	1	2	0	0	2	0	3	0	1	0	0	1	50	2
('ADV', 'PROPN', 'ADJ')	0	6	3	1	7	1	5	2	3	0	0	1	112	5
('PROPN', 'ADJ', 'AUX')	9	4	3	1	6	0	1	17	6	0	2	2	340	28
('PUNCT', 'DET', 'DET')	4	8	5	1	9	4	2	0	0	0	1	1	51	4
('ADP', 'ADJ', 'AUX')	3	10	7	4	8	0	2	18	6	1	1	2	107	11
('CCONJ', 'CCONJ', 'PRON')	0	7	1	2	7	0	0	4	3	2	2	5	4	2
